ID_Candidato,Nombre,Biografia,Tiene_Renuncia,Observaciones
ALBERTO JOSE RODRIGUEZ,"RODRIGUEZ, Alberto Jose",,NO,
DAVERIO JORGE LUIS,"DAVERIO, Luis Jorge",,NO,
DAMIAN LOPEZ RICARDO,"LOPEZ, Ricardo Damian",,NO,
HERNAN LIONEL NEGRELLO,"NEGRELLO, Lionel Hernan",,NO,
ALBERTO HECTOR MANGONE,"MANGONE, Hector Alberto",,NO,
CARLOS IGNACIO NOLAZCO,"Nolazco, Ignacio Carlos",,NO,
RAUL ROBERTO TROIANI,"TROIANI, Roberto Raul",,NO,
ERNESTO JORGE TOMASELLI,"TOMASELLI, Jorge Ernesto",,NO,
ADRIAN NORBERTO PORCO,"PORCO, Adrian Norberto",,NO,
ALBERTO DURAN FEDERICO,"Duran, Federico Alberto",,NO,
BATLLE GONZALO PABLO SANCHEZ,"BATLLE SANCHEZ, Pablo Gonzalo",,NO,
ALBERTO GONTINAS GUSTAVO,"GONTIÑAS, Gustavo Alberto",,NO,
DI DOMINGO LORENZO,"Di Lorenzo, Domingo",,NO,
ARIEL FIGUEIRAS MAXIMILIANO,"FIGUEIRAS, Ariel Maximiliano",,NO,
GABRIEL LUZZANI RICARDO,"LUZZANI, Gabriel Ricardo",,NO,
GARCIA JOSE RAMON,"GARCIA, Jose Ramon",,NO,
JAVIER LOPEZ RODRIGO,"LOPEZ, Rodrigo Javier",,NO,
ALBERTO CARLOS LAPELOSA,"Lapelosa, Carlos Alberto",,NO,
CARIA DE JOSE SANDRO,"DE CARIA, Jose Sandro",,NO,
ARTURO CARLOS GANDARA,"GANDARA, Carlos Arturo",,NO,
CALVIELLO GRIMAL JUAN MARCOS OSCAR,"CALVIELLO GRIMAL, Juan Marcos Oscar",,NO,
CARLOS PIRONI ROMEO,"PIRONI, Carlos Romeo",,NO,
BIANCO GERMAN LEONARDO,"Bianco, Leonardo German",,NO,
ADRIAN GABRIEL LOSADA MOREIRAS,"MOREIRAS LOSADA, Gabriel Adrian",,NO,
CARLOS JUAN SERRANO,"SERRANO, Juan Carlos",,NO,
EDUARDO NORBERTO SOARES,"SOARES, Norberto Eduardo",,NO,
FERNANDO GAMBACCINI,"GAMBACCINI, Fernando",,NO,
MARZANO NORBERTO PABLO,"MARZANO, Norberto Pablo",,NO,
DAMIAN GUSTAVO MARINI,"MARINI, Damian Gustavo",,NO,
CORNELIO DAMIAN PABLO,"CORNELIO, Pablo Damian",,NO,
MARCELO MARIOSA WALTER,"MARIOSA, Marcelo Walter",,NO,
GONZALEZ HUMBERTO SALVADOR,"GONZALEZ, Humberto Salvador",,NO,
ALBERTO GUILLERMO PANUCCIO,"PANUCCIO, Guillermo Alberto",,NO,
HUGO LEONI NORBERTO,"LEONI, Norberto Hugo",,NO,
MOLTENI NILDA,"MOLTENI, Nilda",,NO,
ALEJANDRA MARIA MARTINEZ,"Martinez, Maria Alejandra",,NO,
GUSTAVO JORGE KRAPRIDIAN,"KRAPRIDIAN, Gustavo Jorge",,NO,
GERON OMAR RUBEN,"GERON, Ruben Omar",,NO,
ARIEL FERNANDO MATTIA,"MATTIA, Fernando Ariel",,NO,
GEBRUERS MARIANO NESTOR,"GEBRUERS, Nestor Mariano",,NO,
JOSE MONEA,"Monea, Jose",,NO,
ARIZA LIDIA OLGA,"ARIZA, Olga Lidia",,NO,
MIGUEL SIANO SILVIO,"SIANO, Silvio Miguel",,NO,
DIAZ ESTER HILDA,"DIAZ, Hilda Ester",,NO,
BENNARDIS OSCAR SERGIO,"BENNARDIS, Sergio Oscar",,NO,
ANGEL MARQUEZ OSVALDO,"Marquez, Angel Osvaldo",,NO,
ALANIZ AMBROSIO EDGARDO,"ALANIZ, Edgardo Ambrosio",,NO,
CARLOS FRANCISCO MARELLO,"MARELLO, Carlos Francisco",,NO,
ALBERTO SODANO,"SODANO, Alberto",,NO,
D DE JUANA MARAGO URZO,"MARAGO DE D URZO, Juana",,NO,
FABIAN LLERENA MARCELO,"LLERENA, Fabian Marcelo",,NO,
HERNANDO MARIO ZIROLLI,"Zirolli, Mario Hernando",,NO,
ANTONIO FERNANDEZ LUIS,"FERNANDEZ, Luis Antonio",,NO,
RODOLFO SILVA,"SILVA, Rodolfo",,NO,
GUIDO MARTIN OLIVETTO,"OLIVETTO, Guido Martin",,NO,
ALBERTO FRACHIA JOSE,"Frachia, Jose Alberto",,NO,
LORENZO LUIS SERGIO,"LORENZO, Sergio Luis",,NO,
ELICES FERNANDO HERNAN SOTO,"SOTO ELICES, Fernando Hernan",,NO,
BALCARCE EDUARDO JESUS OYHANART RAUL,"OYHANART BALCARCE, Raul Eduardo Jesus",,NO,
DI GUSTAVO MECO RAFAEL,"DI MECO, Rafael Gustavo",,NO,
JUAN MATIAS REY,"REY, Matias Juan",,NO,
DOMINGO JOSE MORICONI,"MORICONI, Domingo Jose",,NO,
DANIEL ORLANDO SEBASTIAN,"ORLANDO, Daniel Sebastian",,NO,
D PABLO URZO,"D URZO, Pablo",,NO,
ESPINOSA FERNANDO,"ESPINOSA, Fernando",,NO,
HECTOR MENDOZI VICENTE,"Mendozi, Vicente Hector",,NO,
CARLOS MUNIZ VICTOR,"MUÑIZ, Victor Carlos",,NO,
CAVALLO DAMIAN ESTEBAN,"CAVALLO, Esteban Damian",,NO,
FRANCISCO RANIELI,"RANIELI, Francisco",,NO,
EDUARDO HERNAN TOMASSI,"TOMASSI, Eduardo Hernan",,NO,
DIEGO PABLO SOLLA,"Solla, Pablo Diego",,NO,
CARMEN DEL MARIA PEREZ RAMOS,"RAMOS PEREZ, Maria Del Carmen",,NO,
FERNANDEZ MARCELO RODOLFO,"FERNANDEZ, Rodolfo Marcelo",,NO,
ACCAME IGNACIO JUAN,"ACCAME, Juan Ignacio",,NO,
ARIEL LEONARDO MATIAS,"MATIAS, Leonardo Ariel",,NO,
FERNANDO GARCIA JORGE,"Garcia, Jorge Fernando",,NO,
LODIGIANI NOEMI NORMA,"LODIGIANI, Noemi Norma",,NO,
ELIZABETH MARIA SUSANA ZOPPI,"ZOPPI, Maria Elizabeth Susana",,NO,
CARLOS GANINO PASCUAL,"GANINO, Carlos Pascual",,NO,
ALTOBELLI JORGE MANUEL,"Altobelli, Jorge Manuel",,NO,
LUIS MARIANO VIALE,"VIALE, Mariano Luis",,NO,
ALBERTO ANTONIO BASTIDA,"BASTIDA, Alberto Antonio",,NO,
ADRIAN DIEGO LOZANO,"LOZANO, Adrian Diego",,NO,
APECECHE MARTIN,"APECECHE, Martin",,NO,
HERMIDA JOSE LUIS SANCHEZ,"SANCHEZ HERMIDA, Jose Luis",,NO,
CLAUDIA CRISTINA FIGUEROA,"FIGUEROA, Claudia Cristina",,NO,
CARLOS CRISTIAN LONGOBARDI,"LONGOBARDI, Cristian Carlos",,NO,
ANGEL DIB VICTOR,"Dib, Victor Angel",,NO,
ALEJANDRO HERNAN MELANA,"MELANA, Alejandro Hernan",,NO,
PUTRINO ROBERTO,"PUTRINO, Roberto",,NO,
ELIAS JOSE ZAIBAC,"ZAIBAC, Jose Elias",,NO,
FEDERICO MARTIN VARSI,"VARSI, Federico Martin",,NO,
GUERRA HUGO NESTOR,"Guerra, Nestor Hugo",,NO,
ALBERTO PABLO ROTGER,"ROTGER, Pablo Alberto",,NO,
FABIAN OSCAR PASTEUR,"PASTEUR, Oscar Fabian",,NO,
JORGE LUIS PUENTE,"PUENTE, Jorge Luis",,NO,
AISA JOSE MIGUEL,"AISA, Miguel Jose",,NO,
GUILLERMO VITALE,"VITALE, Guillermo",,NO,
ALBERTO CARLOS GONZALEZ,"Gonzalez, Carlos Alberto",,NO,
EDGARDO JORGE MOEREMANS,"MOEREMANS, Edgardo Jorge",,NO,
ALICIA MARTA PALMIERI,"PALMIERI, Alicia Marta",,NO,
CORMENZANA FELIX JAVIER,"CORMENZANA, Felix Javier",,NO,
BARNES HUGO NESTOR,"BARNES, Hugo Nestor",,NO,
BALASINI LEANDRO MARTIN,"BALASINI, Leandro Martin",,NO,
DANIEL MARCOS SEHINKMAN,"Sehinkman, Marcos Daniel",,NO,
ANDRES NORBERTO SEPULVEDA,"SEPULVEDA, Norberto Andres",,NO,
CARRANZA FERNANDO MARIANO,"CARRANZA, Mariano Fernando",,NO,
CRISTIAN DANIEL RAGONESE,"RAGONESE, Cristian Daniel",,NO,
ALLO ANGEL MIGUEL,"ALLO, Miguel Angel",,NO,
DAMIAN ESTEBAN SAIZ,"Saiz, Damian Esteban",,NO,
ALEJANDRO LUIS ORDAX,"ORDAX, Alejandro Luis",,NO,
DAMIAN FRANCISCO MUNDO,"MUNDO, Francisco Damian",,NO,
DANIEL JORGE RAGONESE,"RAGONESE, Daniel Jorge",,NO,
MORENO PEDRO SIMON,"MORENO, Simon Pedro",,NO,
ALBERTO CLAUDO DIZEO,"Dizeo, Claudo Alberto",,NO,
GUSTAVO JULIO LUZZANI,"LUZZANI, Gustavo Julio",,NO,
ANTONIO AZNAR HECTOR,"AZNAR, Hector Antonio",,NO,
DANIEL GERARDO MASTROIANNI,"MASTROIANNI, Daniel Gerardo",,NO,
AZUCENA RODRIGUEZ SILVIA,"RODRIGUEZ, Silvia Azucena",,NO,
BERNARDO KARGMAN NESTOR,"KARGMAN, Nestor Bernardo",,NO,
HUGO RUBEN ZEOLI,"ZEOLI, Ruben Hugo",,NO,
ENRIQUE MILLAN RICARDO,"MILLAN, Ricardo Enrique",,NO,
CORBO MIGUEL PABLO,"Corbo, Pablo Miguel",,NO,
8927 BUSSO HAYDEE,"BUSSO, Haydee 8927",,NO,
FONTANA NORBERTO OSVALDO,"FONTANA, Osvaldo Norberto",,NO,
DARIO FERNANDO PAPA,"PAPA, Dario Fernando",,NO,
JOSE MOLINA,"Molina, Jose",,NO,
BELLA DI GUSTAVO,"DI BELLA, Gustavo",,NO,
AMADEO NATALI NORBERTO,"NATALI, Norberto Amadeo",,NO,
CHANAMPA OSCAR RUBEN,"CHANAMPA, Ruben Oscar",,NO,
MANUEL NOUCHE ROBERTO,"NOUCHE, Roberto Manuel",,NO,
ALFREDO FERNANDEZ JULIO,"Fernandez, Julio Alfredo",,NO,
FLAVIO NESSI REINALDO,"NESSI, Flavio Reinaldo",,NO,
DE ESTEBAN JAVIER MONTES OCA,"MONTES DE OCA, Esteban Javier",,NO,
ANTONIO HERNAN MUNDO,"MUNDO, Hernan Antonio",,NO,
HECTOR HORACIO ZEA,"ZEA, Hector Horacio",,NO,
ANDRES EMILIO LENCE,"LENCE, Andres Emilio",,NO,
ANGEL FRANZESE MIGUEL,"FRANZESE, Miguel Angel",,NO,
HERNAN JUNCAL RODRIGO,"JUNCAL, Hernan Rodrigo",,NO,
ALBERTO BAHAMON LUIS ZIROLLI,"ZIROLLI BAHAMON, Luis Alberto",,NO,
BUSSO DARIO NORLIS RODRIGUEZ,"RODRIGUEZ BUSSO, Dario Norlis",,NO,
FRANCISCO GEBHARDT MARIA,"GEBHARDT, Francisco Maria",,NO,
DI JOSE LUCIANO VICTOR,"DI LUCIANO, Victor Jose",,NO,
DONATI JOSE MARIA,"DONATI, Jose Maria",,NO,
ALBAMONTE ANGEL PABLO,"ALBAMONTE, Pablo Angel",,NO,
MACEDONIA MARIO RICARDO,"Macedonia, Ricardo Mario",,NO,
JOSE LUIS TORREGROSA,"Torregrosa, Jose Luis",,NO,
CARMELO PIZARRO VICENTE,"Pizarro, Carmelo Vicente",,NO,
HORACIO JORGE SANTISO,"Santiso, Horacio Jorge",,NO,
ALEJANDRO CULTURANO GUSTAVO R,"R. Culturano, Gustavo Alejandro",,NO,
GARCIA JORGE,"Garcia, Jorge",,NO,
ANGEL ENRIQUE LOPEZ,"Lopez, Angel Enrique",,NO,
ITALO JOSE MASSA,"Massa, Italo Jose",,NO,
CARLOS CAVAGNARO JUAN,"Cavagnaro, Juan Carlos",,NO,
JORGE VICENTE VILAS,"Vilas, Vicente Jorge",,NO,
LANATTA RICARDO RODOLFO,"Lanatta, Rodolfo Ricardo",,NO,
COSTA EMILIO,"Costa, Emilio",,NO,
BUCCINO OSVALDO,"Buccino, Osvaldo",,NO,
DACAL GUMERSINDO,"Gumersindo, Dacal",,NO,
ALBERTO CARLOS RIERA,"Riera, Carlos Alberto",,NO,
BOCCALATTE OMAR RUBEN,"Boccalatte, Ruben Omar",,NO,
DANIEL DANILOV JORGE,"Danilov, Daniel Jorge",,NO,
ATILIO URTIAGA VICTOR,"Urtiaga, Victor Atilio",,NO,
ALBERTO CARLOS LOPEZ,"Lopez, Carlos Alberto",,NO,
AMADEO NATALI NOBERTO,"Natali, Noberto Amadeo",,NO,
HECTOR SLUGA,"Sluga, Hector",,NO,
RAFAEL SAVINO,"Savino, Rafael",EN CONSTRUCCION,NO,
HERNAN MARTIN SAN,"San Martin, Hernan",,NO,
DAFFINOTI NESTOR,"Daffinoti, Nestor",,NO,
BIALO CHERQUIS ERNESTO,"Cherquis Bialo, Ernesto",,NO,
ALESSANDRO CARLOS D,"D'Alessandro, Carlos",,NO,
CARLOS JUAN TEMEZ,"Temez, Juan Carlos",,NO,
PALADINO PASCUAL,"Paladino, Pascual",,NO,
BELLANI EDGARDO RICARDO,"Bellani, Edgardo Ricardo",,NO,
BUTELER DELFIN,"Buteler, Delfin",,NO,
HERNAN SEOANE,"Seoane, Hernan",,NO,
HECTOR VIESCA,"Viesca, Hector",,NO,
GONZALEZ JESUS,"Gonzalez, Jesus",,NO,
GERMAN RAMIREZ,"Ramirez, German",,NO,
JORGE LAURINO,"Laurino, Jorge",,NO,
EDUARDO MEDINA,"Medina, Eduardo",,NO,
PERAL RODOLFO,"Peral, Rodolfo",,NO,
EDGARDO JORGE MOREMANS,"Moremans, Edgardo Jorge",,NO,
AGUSTIN SANCHEZ,"Sanchez, Agustin",,NO,
BERNASCHINA HECTOR,"Bernaschina, Hector",,NO,
MATAS MIGUEL,"Matas, Miguel",,NO,
HECTOR MARIO MATANZO,"Matanzo, Hector Mario",,NO,
ARGENTO ERNESTO,"Argento, Ernesto",,NO,
AVELLA RUBEN,"Avella, Ruben",,NO,
HUMBERTO MORELLO SANTOS,"Morello, Santos Humberto",,NO,
ANGEL LOPEZ,"Lopez, Angel",,NO,
ARMANDO BRITOS LUIS,"Britos, Luis Armando",,NO,
ALVAREZ JOSE M,"Alvarez, Jose M",,NO,
FERNANDO GONZALO LASTRA,"Gonzalo Lastra, Fernando",,NO,
EIRAS ENRIQUE GONZALEZ,"Gonzalez Eiras, Enrique",,NO,
AMANDA BERNARDEZ,"Bernardez, Amanda",,NO,
ALBERTO FELIPPE RAUL,"Felippe, Raul Alberto",,NO,
ALFREDO FRACHIA JORGE,"Frachia, Jorge Alfredo",,NO,
AMBROSIO D HECTOR,"D'Ambrosio, Hector",,NO,
JORGE PASTORINI,"Pastorini, Jorge",,NO,
PERETTA ROQUE,"Peretta, Roque",,NO,
MARCOLINO OSCAR,"Marcolino, Oscar",,NO,
AMBROSIO ARIEL D LEANDRO,"D'Ambrosio, Leandro Ariel",,NO,
AMBROSIO ROBERTO,"Ambrosio, Roberto",,NO,
ALEJANDRO EGLIS,"Eglis, Alejandro",,NO,
ALBERTO GUIL,"Guil, Alberto","Ex dueño de la cadena de Supermercados Norte y actual dueño de la empresa agrupecuaria Delfinagro S.A. Fue candidato a vicepresidente en 1986. Y en 2001 se convirtió en presidente del club. Bajo su gestión, se expulsó a Fernando Miele como socio, se presentó el concurso de acreedores que permitió bajar el pasivo de 45 millones de dólares/pesos a 22 millones. Fue campeón de la Copa Sudamericana 2002 y Subcampeón del Torneo Apertura 2004. Decidió no presentarse a elecciones y terminar su mandato en 2004. Fue presidente de la asamblea de representantes entre 2004 a 2007",NO,
JUAN PABLO SPERANZA,"Speranza, Juan Pablo",,NO,
RICARDO ROMERO,"Romero, Ricardo",,NO,
KONDRATIUK PEDRO,"Kondratiuk, Pedro",,NO,
CARLOS VITA,"Vita, Carlos",,NO,
GUERRA NESTOR,"Guerra, Nestor",,NO,
FERNANDO LOPEZ,"Lopez, Fernando",,NO,
MELGAR MIGUEL,"Melgar, Miguel",,NO,
LORENZO NORBERTO,"Lorenzo, Norberto",,NO,
ALBERTO DEAN,"Dean, Alberto",,NO,
HORACIO ROSAMO,"Rosamo, Horacio",,NO,
DONNARUMMA OSVALDO,"Donnarumma, Osvaldo",,NO,
GARCIA RICARDO,"Garcia, Ricardo",,NO,
FERNANDEZ JULIO TORRES,"Fernandez Torres, Julio",,NO,
JOSE MARAGO,"Marago, Jose",,NO,
DANIEL PRADO,"Prado, Daniel",,NO,
ALBERTI CARLOS JUAN,"Alberti, Juan Carlos",,NO,
ANTONIO PRADO,"Prado, Antonio",,NO,
ARGENTO JUAN,"Argento, Juan",,NO,
ANDRES MANGAS,"Mangas, Andres",,NO,
ALEJANDRO DE OYARBIDE,"De Oyarbide, Alejandro",,NO,
CENTENARO NESTOR,"Centenaro, Nestor",,NO,
MARCOS SEHINKMAN,"Sehinkman, Marcos",,NO,
FIURATTI MARTIN,"Fiuratti, Martin",,NO,
FERNANDEZ LEONARDO,"Fernandez, Leonardo",,NO,
ALBERTO SOTTILE,"Sottile, Alberto",,NO,
ENRIQUE GODOY,"Godoy, Enrique",,NO,
MAS MIGUEL,"Mas, Miguel",,NO,
DANIEL MASSINORI,"Massinori, Daniel",,NO,
GARGIULO HORACIO,"Gargiulo, Horacio",,NO,
ALBERTO ELIAS ZAIN,"Zain, Elias Alberto",,NO,
OSCAR SAIZ VICENTE,"Saiz, Oscar Vicente",,NO,
FABIAN GARCIA OSCAR,"Garcia, Fabian Oscar",,NO,
CARLOS JUAN NAVARRO,"Navarro, Juan Carlos",,NO,
HECTOR MARTIN SAN VALENTIN,"San Martin, Valentin Hector",,NO,
ALBERTO BENITO LOPEZ,"Lopez, Alberto Benito",,NO,
JULIO PASSARELLI,"Passarelli, Julio",,NO,
JORGE SABATER SAVERIO,"Sabater, Jorge Saverio",,NO,
BERNAL JOSE LUIS,"Bernal, Jose Luis",,NO,
DODARO ERNESTO,"Dodaro, Ernesto",,NO,
ALIANO RICARDO SERGIO,"Aliano, Sergio Ricardo",,NO,
BERNARSCHINA HECTOR,"Bernarschina, Hector",,NO,
DIAZ JOSE JUAN,"Diaz, Juan Jose",,NO,
AVELLA EDUARDO,"Avella, Eduardo",,NO,
GRINBERG ISAIAS RAUL,"Grinberg, Raul Isaias",,NO,
LANATA RODOLFO,"Lanata, Rodolfo",,NO,
EZEIZA MARCELO OSCAR,"Ezeiza, Marcelo Oscar",,NO,
ENRIQUE GONZALEZ,"Gonzalez, Enrique",,NO,
CASTRO JOSE,"Castro, Jose",,NO,
PIETRUSEWICZ RICARDO,"Pietrusewicz, Ricardo",,NO,
ALBERTO CASTRO CURSI JOSE,"Cursi Castro, Alberto Jose",,NO,
AUGUSTO GRILLO MARIANO,"Grillo, Mariano Augusto",,NO,
ADOLFO BOTTE,"Botte, Adolfo",,NO,
CARLOS MONTI,"Monti, Carlos",,NO,
MANUEL ROBERTO TEVES,"Teves, Manuel Roberto",,NO,
HECTOR RODRIGUEZ,"Rodriguez, Hector",,NO,
DANIEL GONZALEZ,"Gonzalez, Daniel",,NO,
GASTON SCHISANO,"Schisano, Gaston",,NO,
AMOR GONZALEZ HECTOR,"Gonzalez, Amor Hector",,NO,
CAETANO MARIA TABOAS,"Taboas Caetano, Maria",,NO,
FERRARI JUAN,"Ferrari, Juan",,NO,
NORBERTO ZACCARO,"Zaccaro, Norberto",,NO,
ANTONIO ARMESTO,"Armesto, Antonio",,NO,
CALLEGARI JULIO,"Callegari, Julio",,NO,
GALEAZZO VICENTE,"Galeazzo, Vicente",,NO,
FERNANDEZ JUAN PETTINATO,"Fernandez Pettinato, Juan",,NO,
CARBAJO PABLO,"Carbajo, Pablo",,NO,
CARLOS POLICASTRO,"Policastro, Carlos",,NO,
FERNANDEZ GUILLERMO,"Fernandez, Guillermo",,NO,
PELLIZER RODOLFO,"Pellizer, Rodolfo",,NO,
JORGE PASTORINO,"Pastorino, Jorge",,NO,
ABDEL MENEHEM,"Menehem, Abdel",,NO,
PERRONE RAFAEL,"Perrone, Rafael",,NO,
ENZO ZOPPI,"Zoppi, Enzo",,NO,
BILBAO MARIA,"Bilbao, Maria",,NO,
DERMINJIAN EDUARDO,"Derminjian, Eduardo",,NO,
ANTONIO BUCCINO,"Buccino, Antonio",,NO,
ALBERTO DE LUCCA,"De Lucca, Alberto",,NO,
CARLOS GUGLIETTI JUAN,"Guglietti, Juan Carlos",,NO,
MANUEL VARELA,"Varela, Manuel",,NO,
ALFONSO MILLAN,"Millan, Alfonso",,NO,
BREA JORGE MARIO,"Brea, Mario Jorge",,NO,
FRAGA JOSE MANUEL,"Fraga, Jose Manuel",,NO,
FRANCISCO MAZZA,"Mazza, Francisco",,NO,
ADAMEZ RUBEN,"Adamez, Ruben",,NO,
ALBERTO BALDIZZONE OSVALDO,"Baldizzone, Alberto Osvaldo",,NO,
BERNAL NESTOR,"Bernal, Nestor",,NO,
ALBERTO CARLOS GARAVAGLIA,"Garavaglia, Carlos Alberto",,NO,
ALBERTO CARLOS SACCAN,"Saccan, Carlos Alberto",,NO,
ANTONIO BUZZO MAXIMO,"Buzzo, Maximo Antonio",,NO,
LEANDRO REY SALVADOR,"Rey, Leandro Salvador",,NO,
JUAN MOLINA,"Molina, Juan",,NO,
CARLOS GARCIA JOSE,"Garcia, Carlos Jose",,NO,
ATILIO JOSE PALETTA,"Paletta, Jose Atilio",,NO,
OSVALDO OTTURI,"Otturi, Osvaldo",,NO,
ALBERTO DANIEL MAGLIULO,"Magliulo, Daniel Alberto",,NO,
DANIEL MOLL,"Moll, Daniel",,NO,
ANTONIO SIMONELLI,"Simonelli, Antonio",,NO,
RODOLFO SANTIAGO TASSANO,"Tassano, Rodolfo Santiago",,NO,
EVELIO PEDRO TAYES,"Tayes, Pedro Evelio",,NO,
CARLOS ERNESTO URE,"Ure, Carlos Ernesto",,NO,
DENTE HUGO LUIS,"Dente, Hugo Luis",,NO,
CASTRO JOSE MANUEL,"Castro, Jose Manuel",,NO,
ABEL MADEIRA,"Madeira, Abel",,NO,
ALBERTO OLMO,"Olmo, Alberto",,NO,
MIGUEL PAPPACENA RUBEN,"Pappacena, Ruben Miguel",,NO,
CARLOS DOGODA JORGE,"Dogoda, Jorge Carlos",,NO,
ANGEL OSVALDO POMBO,"Pombo, Osvaldo Angel",,NO,
JUAN NAVARRO ROBERTO,"Navarro, Roberto Juan",,NO,
FRANCISCO ORCOYEN,"Orcoyen, Francisco",,NO,
GONZALEZ LUIS PEREIRA,"Gonzalez Pereira, Luis",,NO,
LUIS NOVELLINO RAMON,"Novellino, Luis Ramon",,NO,
ANTONIO DE JOSE NIGRIS,"De Nigris, Jose Antonio",,NO,
BARRATO CARMELO LUIS,"Barrato, Carmelo Luis",,NO,
ARGENTINO COBEAGA HORACIO,"Cobeaga, Horacio Argentino",,NO,
GREGORIO GRINBERG,"Grinberg, Gregorio",,NO,
FERUGLIO PEDRO,"Feruglio, Pedro",,NO,
ALDO VICENZI,"Vicenzi, Aldo",,NO,
CAINZOS ORLANDO,"Cainzos, Orlando",,NO,
ANTONIO GARCIA MANUEL,"Garcia, Manuel Antonio",,NO,
CARLOS GARCIA SIMON,"Garcia, Carlos Simon",,NO,
ALBERTO CARLOS VAQUEIRO,"Vaqueiro, Carlos Alberto",,NO,
GERETTO OSVALDO,"Geretto, Osvaldo",,NO,
ENRIQUE IANNI RICARDO,"Ianni, Ricardo Enrique",,NO,
ALFONSO FRAGUIO JOSE,"Fraguio, Alfonso Jose",,NO,
ALBERTO BENTIVENGA JORGE,"Bentivenga, Jorge Alberto",,NO,
LAPADULA VICENTE,"Lapadula, Vicente",,NO,
ALBERTO BOUZAS CAMILO,"Bouzas, Camilo Alberto",,NO,
DE E HERNANDO M MOSQUEIRA,"""Hernando de Mosqueira, E. M""",,NO,
ABELARDO MACHUCA TOMAS,"Machuca, Abelardo Tomas",,NO,
ALBERTO ANTONIO CASCARDO,"Cascardo, Antonio Alberto",,NO,
IANELLI OSVALDO RUBEN,"Ianelli, Ruben Osvaldo",,NO,
ERNESTO FRANCISCO ROMEO,"Romeo, Francisco Ernesto",,NO,
BRUNO CAMPOROTONDO ITALO,"Camporotondo, Italo Bruno",,NO,
BLANCO HECTOR,"Blanco, Hector",,NO,
GUILLERMO RAPOSO,"Raposo, Guillermo",,NO,
CUCELI MIGUEL NATALIO,"Cuceli, Natalio Miguel",,NO,
ANGEL NICOLAS REAL,"Real, Nicolas Angel",,NO,
AGUSTI ISER OSCAR,"Agusti, Oscar Iser",,NO,
BONOMO JORGE ROQUE,"Bonomo, Jorge Roque",,NO,
BALDIZZONE DE DONATO O Z,"""Baldizzone de Donato, O. Z""",,NO,
DOLCE ROBERTO,"Dolce, Roberto",,NO,
DIAZ OMAR SIXTO,"Diaz, Omar Sixto",,NO,
ALBERTO BRUNO,"Bruno, Alberto",,NO,
HECTOR LOSINO OSVALDO,"Losino, Hector Osvaldo",,NO,
ANTONIO SALVADOR SOLUCIO,"Solucio, Antonio Salvador",,NO,
MARCOS OSCAR,"Marcos, Oscar",,NO,
BENEDETTO DI GENARO,"Di Benedetto, Genaro",,NO,
ALBERTO DE LUCA LUIS,"De Luca, Alberto Luis",,NO,
MASCI OMAR,"Masci, Omar",,NO,
ALBERTO JOSE VANZINI,"Vanzini, Jose Alberto",,NO,
FIURATTI OMAR,"Fiuratti, Omar",,NO,
ALBERTO ANTONIO PAGANO,"Pagano, Antonio Alberto",,NO,
IUDICA JORGE ROBERTO,"Iudica, Jorge Roberto",,NO,
BERNARDO TOMAS,"Tomas, Bernardo",,NO,
JORGE LEOZ NESTOR,"Leoz, Nestor Jorge",,NO,
CELSO GARCIA REY,"Rey, Celso Garcia",,NO,
DI HECTOR SALVI,"Di Salvi, Hector",,NO,
ARTURO BLASI ROBERTO,"Blasi, Arturo Roberto",,NO,
JOSE MADEIRA,"Madeira, Jose",,NO,
EDUARDO JORGE LAPADULA,"Lapadula, Eduardo Jorge",,NO,
ANIBAL COSTANZO ROGELIO,"Costanzo, Rogelio Anibal",,NO,
PELLIZER ROBERTO,"Pellizer, Roberto",,NO,
ALFREDO CASCARDO SANTOS,"Santos Cascardo, Alfredo",,NO,
DANIEL HECTOR SIMONELLI,"Simonelli, Hector Daniel",,NO,
ALFREDO CARBALLO,"Carballo, Alfredo",,NO,
ARMANDO FERNANDEZ IBER,"Fernandez, Armando Iber",,NO,
ALBERTI HUGO SANTIAGO,"Alberti, Hugo Santiago",,NO,
HOMERO SOCASTRO,"Socastro, Homero",,NO,
BERMEJO TOMAS,"Bermejo, Tomas",,NO,
DONATO NESTOR OMAR,"Donato, Nestor Omar",,NO,
ANTONIO PASSARINI,"Passarini, Antonio",,NO,
AGUILERA OSCAR RUBEN,"Aguilera, Ruben Oscar",,NO,
PASCUAL PUNTORIERO,"Puntoriero, Pascual",,NO,
ANTONIO FARAGASSO JORGE,"Faragasso, Jorge Antonio",,NO,
ANTONIO DOSDOGRAYAN,"Dosdograyan, Antonio",,NO,
BRUNO CONTE DE ELSA,"Conte de Bruno, Elsa",,NO,
FERRANTE JOSE JUAN,"Ferrante, Juan Jose",,NO,
BARBARO ELIAS,"Barbaro, Elias",,NO,
JUAN PATRIKIADIS,"Patrikiadis, Juan",,NO,
ANTONIO PACENZA,"Pacenza, Antonio",,NO,
COSCARELLI HORACIO,"Coscarelli, Horacio",,NO,
ALFREDO FREGA,"Frega, Alfredo",,NO,
FERNANDO JOSE VIETRI,"Vietri, Jose Fernando",,NO,
FRANCISCO SPAMPINATO,"Spampinato, Francisco",,NO,
ANGELICA BEATRIZ DE GUERRA NIETO,"Guerra de Nieto, Angelica Beatriz",,NO,
FELIX OLIVERA,"Olivera, Felix",,NO,
