ID_Candidato,Nombre,Biografia,Tiene_Renuncia,Observaciones
ROMBULA SOFIA,"Rombula, Sofia","Parte de ""Prioridad San Lorenzo"".",NO,
JUAN KAVANAGH PABLO,"Kavanagh, Juan Pablo",,NO,
BINDA CACERES ORIANA,"Binda Caceres, Oriana",,NO,
CATAPANO CRISTINA MARIA,"CATAPANO, MARIA CRISTINA",,NO,
BREA SEBASTIAN,"Brea, Sebastian",,NO,
MANSILLA PABLO,"Mansilla, Pablo",,NO,
GUSTAVO LUCCHINI,"Lucchini, Gustavo",,NO,
CERVETTO SERGIO,"Cervetto, Sergio",EN CONSTRUCCION,NO,
MARIANO SCORZA,"Scorza, Mariano",,NO,
ANDRES MARTIN RODRIGUEZ,"Rodriguez, Martin Andres",,NO,
BRITOS MATIAS,"Britos, Matias",,NO,
MANOGRASSO WALTER,"Manograsso, Walter",,NO,
JUAN MARTIN OSSWALD,"Osswald, Juan Martin",,NO,
FRANCO NICOLAS,"Franco, Nicolas","Asambleista entre 2016 y 2023 por San Lorenzo Siglo XXI (Oficialismo). y a partir de 2023 por Boedo en Accion. Referente de la peña ""Los Cuervos del Sur"" (Berazategui). Parte de ""Somos San Lorenzo""",NO,
DELFINA VOLONTE,"Volonte, Delfina",,NO,
GRANDA JAVIER MARCELO,"Granda, Javier Marcelo",,NO,
ANIBAL BARENGO ENRIQUE,"BARENGO, ANIBAL ENRIQUE",,NO,
CARLA LITRENTA,"Litrenta, Carla","Ex presidencia de la peña de Cipolletti (Rio Negro). Parte de ""Somos San Lorenzo""",NO,
LEONARDO PAYASLIAN,"Payaslian, Leonardo",,NO,
CIANCIO DE KARINA,"De Ciancio, Karina",,NO,
BALBASTRO LAURA,"Balbastro, Laura",,NO,
HERNAN MAZZARA MIGUEL,"Mazzara, Miguel Hernan","Periodista deportivo con larga trayectoria en medios gráficos partidarios. Candidato a asambleista por las agrupaciones ""San Lorenzo Para Todos"" en 2004 (electo hasta 2007), Frente Pasión Azulgrana en 2019, Siempre San Lorenzo en 2002 y Boedo en Acción 2023 (Electo)",NO,
FACUNDO OSES,"Oses, Facundo",,NO,
ANTONIO DE LUCCA,"De Lucca, Antonio",,NO,
FERNANDO PACHIANI,"Pachiani, Fernando",,NO,
CLAUDIO TOSTI,"Tosti, Claudio",Coordinador de Infraestructura. Parte de la comision de obras e infraestructura,NO,
ANDRES PEREZ,"Perez, Andres",,NO,
AVEDISIAN CARLOS,"Avedisian, Carlos",,NO,
ELISSECHE MARIANO,"Elisseche, Mariano",,NO,
ALEGRE RUBEN,"Alegre, Ruben","Asambleista entre 2019 a 2023 por San Lorenzo Siglo XXI (Oficialismo). Referente de la peña de Quilmes. Parte de ""Somos San Lorenzo""",NO,
CABANA LAURA,"Cabana, Laura",,NO,
GUSTAVO SEQUEIRA,"Sequeira, Gustavo",,NO,
ARIEL BASILE,"Basile, Ariel",,NO,
CHRISTIAN LOPEZ,"Lopez, Christian","Ex presidente de la Peña de Florencio Varela. Parte de ""Somos San Lorenzo""",NO,
ALLARIA BORGHETTI IGNACIO,"Allaria Borghetti, Ignacio",,NO,
GASTON ROMERO,"Romero, Gaston",,NO,
BRUN CARLOS MARIA,"BRUN, CARLOS MARIA",,NO,
ALMIRON AYELEN,"Almiron, Ayelen","Ex presidenta de la peña de Mercedes. Colaboradora en las areas de Casla Social y Género. Parte de ""Somos San Lorenzo""",NO,
BUZZANO RUBEN,"Buzzano, Ruben",,NO,
ANDREA GHIRIMOLDI,"Ghirimoldi, Andrea",,NO,
GERALDINE SEYSSEL,"Seyssel, Geraldine",,NO,
DIEGO MARTONI PEREZ,"Perez Martoni, Diego","Abogado (USAL). Conductor del programa radial partidario ""Cuervos de Ley"". Parte de ""Corazon Azulgrana"".",NO,
BRICO DI FEDERICO,"Di Brico, Federico",,NO,
ADRIAN CHIOSSONE SERRANO,"Serrano Chiossone, Adrian",,NO,
RAFAEL ROJAS,"Rojas, Rafael",,NO,
ANTONIO JORGE ROMANO,"Romano, Jorge Antonio","Pintor, responsable de los murales en la zona de vestuarios y confiteria de Ciudad Deportiva, delegado del futbol Juvenil. Referente de la peña ""Lomas-Brown"" Parte de ""Somos San Lorenzo"". No tiene parentezco con Jorge Hector Romano",NO,
FITO MACARENA MARIA VALLS,"Fito Valls, Maria Macarena",,NO,
ARIEL CRESCENTE,"Crescente, Ariel",,NO,
HORACIO JORGE REIMS,"Reims, Horacio Jorge",,NO,
ANDRES CAMPOS CARLOS,"Campos, Carlos Andres","Referente de la peña de Escobar, parte de ""Somos San Lorenzo""",NO,
RODOLFO SANDOVAL,"Sandoval, Rodolfo",,NO,
BRITEZ CLAUDIO RODRIGUEZ,"Rodriguez Britez, Claudio",,NO,
MAXIMILIANO PONZIO,"Ponzio, Maximiliano",,NO,
HECTOR SPINA,"Spina, Hector",,NO,
ALVAREZ BERGAGLIO MARCELO,"Bergaglio Alvarez, Marcelo",,NO,
ALESSANDRO D GILDA,"D'Alessandro, Gilda",,NO,
BELUCCI FEDERICO,"Belucci, Federico",,NO,
LAFUENTE NORMA,"Lafuente, Norma","Docente, referenta de la peña Los Cuervos del Sur (Berazategui). Parte de Somos San Lorenzo",NO,
ALEJANDRO PANTULLIANO,"Pantulliano, Alejandro",,NO,
EINHORN YAEL,"Einhorn, Yael",,NO,
ARAUJO CLAUDIA,"Araujo, Claudia",,NO,
MATEO SCHALE,"Schale, Mateo",Licenciado en Economia (UBA) y asesor financiero. Parte de Prioridad San Lorenzo. Hijo de Ariel Schale y hermano de Axel Schale,NO,
CESAR FURCI,"Furci, Cesar",,NO,
CEJAS FERNANDO,"Cejas, Fernando",,NO,
CARLOS GUSTAVO TALLON,"Tallon, Carlos Gustavo",,NO,
CARRASCO EDUARDO HORACIO,"Carrasco, Horacio Eduardo","Electo asambleista entre 1989 a 2001 por Nuevo Rumbo Sanlorencista, Candidato a asambleista en 2010 por Grandeza Azulgrana y candidato a asambleista por Boedo en Accion en 2022 y 2023",NO,
GUSTAVO MAMERSCHTEIN MIYAR,"Mamerschtein Miyar, Gustavo",,NO,
ALBERTO MATTELONE PANTALEON,"Mattelone Pantaleon, Alberto",,NO,
HUGO LOVEY NESTOR,"Lovey, Nestor Hugo",,NO,
ALFONSO RAMIRO RIOFRIO,"Riofrio Alfonso, Ramiro","Referente de la peña de Rosario, parte de Somos San Lorenzo",NO,
GALEAZZO JORGE,"Galeazzo, Jorge",,NO,
BINDA MARCELO,"Binda, Marcelo",,NO,
ASSADOURIAN AUGUSTO PAULO,"Assadourian, Augusto Paulo",,NO,
FERNANDEZ FLORES MANUEL,"Fernandez Flores, Manuel","Referente de la peña de Ezeiza, parte de Somos San Lorenzo",NO,
CAPUTO ERICA,"Caputo, Erica",,NO,
GARCIA MITHEUX PABLO,"Garcia Mitheux, Pablo",,NO,
AMOR ARIEL SERGIO,"Amor, Sergio Ariel",,NO,
CAPDEVILLE DIEGO,"Capdeville, Diego",,NO,
CLAUDIA ROSSINI,"Rossini, Claudia",,NO,
AGUSTIN SUCCARI,"Succari, Agustin",,NO,
MARTIN PEREZ,"Perez, Martin",,NO,
IVAN NORDENSTROM,"Nordenstrom, Ivan",,NO,
AGUSTIN ORTIZ,"Ortiz, Agustin","Ex presidente de la peña ""Jorge Benegas"" de Mendoza, jugador de Tenis de Mesa en el club. Parte de ""Somos San Lorenzo""",NO,
GONZALEZ ULISES,"Gonzalez, Ulises",,NO,
DODERO FLAVIO,"Dodero, Flavio",,NO,
LEONARDO VIDAL WALTER,"Vidal, Leonardo Walter",,NO,
GONZALEZ GUSTAVO IGLESIAS,"Gonzalez Iglesias, Gustavo",,NO,
ALLO DIEGO,"Allo, Diego",,NO,
FEDERICO LOURA,"Loura, Federico",,NO,
LUIS PUIG RAMOS,"Ramos Puig, Luis",,NO,
HERNAN PABLO VERO,"Vero, Pablo Hernan",,NO,
CINGOLANI CORONEL DANIEL,"Coronel, Cingolani Daniel",,NO,
LOPEZ MONICA,"Lopez, Monica","Parte de la agrupacion ""La Razon de mi Vida"" de Jose C Paz. Madre de Bélen Lugones",NO,
MAURICIO SGUT,"Sgut, Mauricio",,NO,
GIORDANO ROMINA,"Giordano, Romina",,NO,
LAURA MARIA TRIPODI,"Tripodi, Maria Laura",,NO,
GUIN MARTIN,"Guin, Martin",Parte de la comision de obras e infraestructura,NO,
PALOMA PIOVANI,"Piovani, Paloma",,NO,
ANDRES FACUNDO IBANEZ,"IBAÑEZ, FACUNDO ANDRES",,NO,
CLARION ROBERTO,"Clarion, Roberto",,NO,
BUSTOS GASTON MARIANO,"Bustos, Mariano Gaston",,NO,
FABIAN GUSTAVO SANCHEZ,"Sanchez, Gustavo Fabian",,NO,
FABIO SANTACROCE,"Santacroce, Fabio","Referente de la Peña Villa Maria, Córdoba Milita en la agrupación Somos San Lorenzo",NO,
CARLOS JUAN RUIZ,"Ruiz, Juan Carlos",,NO,
ALONSO DANIEL MARCELO,"Alonso, Marcelo Daniel",,NO,
AICHINO FERNANDO,"Aichino, Fernando","Referente de la peña Rio Segundo, Córdoba. Milita en la agrupación Somos San Lorenzo",NO,
JUAN MANUEL PIESCO,"Piesco, Juan Manuel",,NO,
FERNANDO JAIDA,"Jaida, Fernando",,NO,
ARIEL GARGANO,"Gargano, Ariel",,NO,
NATALIA UBIEDO,"Ubiedo, Natalia","Ex integrante de San Lorenzo Feminista, Secretaria de la peña de Pergamino. Milita en Somos San Lorenzo",NO,
ARENILLAS PABLO,"Arenillas, Pablo",,NO,
ESTELA ZAPATA,"Zapata, Estela",,NO,
MICAELA TEVES,"Teves, Micaela",,NO,
GARIBOTTO JUAN PABLO,"Garibotto, Juan Pablo",Referente de las peñas del Oeste. Profesor de Ajedrez en San Lorenzo. Milita en Somos San Lorenzo,NO,
BUZZANO LUCIA,"Buzzano, Lucia",,NO,
HECTOR MASSENA,"Massena, Hector",,NO,
JAVIER TORELLO,"Torello, Javier",,NO,
POLLA RAUL,"Polla, Raul",Asambleista por el mielismo (1989-1992). Integrante de Nuevo Rumbo Sanlorencista,NO,
DANIEL HECTOR TERRAGNO,"Terragno, Daniel Hector",,NO,
LUCAS MICELI PABLO,"MICELI, LUCAS PABLO",,NO,
PALMARES RAUL,"Palmares, Raul",,NO,
ADRIAN DUCRET,"Ducret, Adrian",,NO,
ARIEL OLITE,"Olite, Ariel",,NO,
PABLO RUEDA,"Rueda, Pablo",,NO,
LEONARDO STOLL,"Stoll, Leonardo","Referente de la Peña de Merlo. Colaborador de la subcomisión de género y diversidad, Casla Social e Inclusión.",NO,
FUSCO LEANDRO,"Fusco, Leandro",,NO,
BRIAN PAZ,"Paz, Brian",,NO,
LAFFITE MARIANO,"Laffite, Mariano",,NO,
CIRIZA LUDMILA,"Ciriza, Ludmila",,NO,
ALEJANDRA BARRATTO RITA,"Barratto, Rita Alejandra",,NO,
CELESTE ELISSECHE,"Elisseche, Celeste",,NO,
GRANUCCI LUCAS,"Granucci, Lucas",,NO,
LAUREANO MOGGIA,"Moggia, Laureano",,NO,
ADRIAN CARLOS LOPEZ,"Lopez, Carlos Adrian",,NO,
CESAR DIAZ,"Diaz, Cesar",,NO,
DIEGO TORREGROSA,"Torregrosa, Diego",,NO,
FRANCISCO SCHIAVETTA,"Schiavetta, Francisco",,NO,
ALFREDO ALVAREZ GUSTAVO,"Alvarez, Gustavo Alfredo",,NO,
ALBERTO LUIS RODRIGUEZ,"Rodriguez, Luis Alberto",,NO,
EDUARDO RITACCO,"Ritacco, Eduardo",,NO,
FACUNDO MENENDEZ,"Menendez, Facundo",,NO,
EMANUEL IBANEZ MATIAS,"IBAÑEZ, MATIAS EMANUEL",,NO,
JULIAN SAYAGO SUEIRO,"Sueiro Sayago, Julian",,NO,
FACUNDO KAPROW LANCIONI,"Lancioni Kaprow, Facundo",,NO,
ANTONIO JOSE PRADO,"Prado, Jose Antonio",,NO,
ADRIAN MARCELO PARRA,"PARRA, MARCELO ADRIAN",,NO,
EMILIANO VALLECILLO,"Vallecillo, Emiliano",,NO,
CAMBAS VALERIA,"Cambas, Valeria",,NO,
BENITEZ FABRIZIO MIERES,"Mieres Benitez, Fabrizio",,NO,
ARDETI GLORIA,"Ardeti, Gloria",,NO,
RUTH SANTELLI,"Santelli, Ruth",,NO,
FERREYRO GABRIEL,"Ferreyro, Gabriel",,NO,
DE DELIA LICCIARDELLO RUIZ,"Licciardello de Ruiz, Delia",,NO,
DIEGO MARCHIONNI,"Marchionni, Diego",,NO,
PEREYRA RAMOS,"Pereyra, Ramos",,NO,
ARMANDO DIEGO VERA,"Vera, Diego Armando",,NO,
MIGUEL ORLANDO SACHITELLA,"Sachitella, Miguel Orlando",,NO,
ALBERTO CARLOS VAZQUEZ,"Vazquez, Carlos Alberto",,NO,
IZUEL MARTIN,"Izuel, Martin",,NO,
FERNANDO SPOSARO,"Sposaro, Fernando",,NO,
ALEJANDRO CARUSO SANTIAGO,"Caruso, Santiago Alejandro",,NO,
BARBIERI CARLOS JUAN,"Barbieri, Juan Carlos",,NO,
ALBERTO SAPIA,"Sapia, Alberto",,NO,
LONGO OSCAR,"Longo, Oscar",,NO,
RUBEN VILLALBA,"Villalba, Ruben",,NO,
MARIANO SALVATORI,"Salvatori, Mariano",,NO,
MAURO SANTONO,"Santono, Mauro",,NO,
CELESTE CUELLAS,"Cuellas, Celeste",,NO,
MARTIN RUIZ,"Ruiz, Martin",,NO,
NELIDA VOLLARO,"Vollaro, Nelida",,NO,
ARAUJO NUNEZ YAEL,"Nuñez, Araujo Yael",,NO,
GIOIA MARTIN,"Gioia, Martin",,NO,
DIEGO FLEITAS,"Fleitas, Diego",,NO,
ALBARRACIN MONTIEL PATRICIO,"Montiel Albarracin, PAtricio",,NO,
LEONARDO SZENDREI,"Szendrei, Leonardo",,NO,
ALBERTO DIAZ JOSE,"Diaz, Jose Alberto",,NO,
ESTELA FURCI MARIA,"Furci, Maria Estela",,NO,
DI JUAN MANUEL PAOLA,"Di Paola, Juan Manuel",,NO,
HECTOR STORTINI,"Stortini, Hector",,NO,
ORCIOULI TOBIAS,"Orciouli, Tobias",,NO,
FRANCISCO NAVARRO,"Navarro, Francisco",,NO,
ELIAS GUSTAVO,"Elias, Gustavo",,NO,
IGNACIO RATTO,"Ratto, Ignacio",,NO,
CASERTA GARCIA JUAN PABLO,"Garcia Caserta, Juan Pablo",,NO,
CARDELLI DANIEL,"Cardelli, Daniel",,NO,
JULIO LAVANDA,"Lavanda, Julio",,NO,
FEDERICO RATTO,"Ratto, Federico",,NO,
DE MELINA VITO,"De Vito, Melina",,NO,
MARTIN NOSENZO,"Nosenzo, Martin",,NO,
BRIGGS JUAN MANUEL,"Briggs, Juan Manuel",,NO,
MAIORANO MARINA,"Maiorano, Marina",,NO,
NORBERTO PISTOIA,"Pistoia, Norberto",,NO,
LEONARDO ROLDAN,"Roldan, Leonardo",,NO,
TARELLI VANINA,"Tarelli, Vanina",,NO,
BANULS EMANUEL,"Bañuls, Emanuel",,NO,
NESTOR TORADELLI,"Toradelli, Nestor",,NO,
MARIN MATIAS,"Marin, Matias",,NO,
DE GUSTAVO ROSA,"De Rosa, Gustavo",,NO,
CLAUDIO IBARROLA,"Ibarrola, Claudio",,NO,
DIEGO SACO,"Saco, Diego",,NO,
DIEGO GASTON WELEDNIGER,"Weledniger, Diego Gaston",,NO,
ARDETTI GONZALO VAZQUEZ,"Vazquez Ardetti, Gonzalo",,NO,
ENRIQUE RAVAZANO,"Ravazano, Enrique",,NO,
DIZ FERNANDO,"Diz, Fernando",,NO,
JOAQUIN MENENDEZ,"Menendez, Joaquin",,NO,
ALEJANDRO CLAUDIO FLORIO,"FLORIO, CLAUDIO ALEJANDRO",,NO,
JOAQUIN LOPEZ SANTIAGO,"Lopez, Joaquin Santiago",,NO,
MAGALI SPINA,"Spina, Magali",,NO,
CLAUDIO DE FUENTE LA,"De La Fuente, Claudio",,NO,
GUDINO SOLEDAD,"Gudiño, Soledad",,NO,
CASTRO MARIA,"Castro, Maria",,NO,
HECTOR SALGADO,"Salgado, Hector",,NO,
BUZZANO CAMILA,"Buzzano, Camila",,NO,
HORACIO MUNOZ,"Muñoz, Horacio",,NO,
GUSTAVO PIROLO,"Pirolo, Gustavo",,NO,
BATTIPAGLIA LEONARDO,"Battipaglia, Leonardo",,NO,
FIGUEROA PATRICIA,"Figueroa, Patricia",,NO,
CONTRERAS MIGUEL,"Contreras, Miguel",,NO,
ARIEL MEDOLLA,"Medolla, Ariel",,NO,
LUIS PABLO PERGOLANI,"Pergolani, Pablo Luis",,NO,
RODRIGUEZ VIVIANA,"Rodriguez, Viviana",,NO,
BRIGGS THIAGO,"Briggs, Thiago",,NO,
ALBERTO FONTANELLA,"Fontanella, Alberto",,NO,
LEANDRO PAEZ,"Paez, Leandro",,NO,
FLORES GONZALEZ YAGO,"Gonzalez Flores, Yago",,NO,
GABRIEL SESTA,"Sesta, Gabriel",,NO,
JOSE LUIS SASTRE,"Sastre, Jose Luis",,NO,
AVELLA MYRIAM,"Avella, Myriam",,NO,
GRECO LUCIANO,"Greco, Luciano",,NO,
GUSTAVO TREZZA,"Trezza, Gustavo",,NO,
FONTANELLA MALENA,"Fontanella, Malena",,NO,
ALEJANDRO SKREPNIK,"Skrepnik, Alejandro",,NO,
DERQUI SANTIAGO,"Derqui, Santiago",,NO,
RICARTE SARA SEGOVIA,"Ricarte Segovia, Sara",,NO,
BONANNO PABLO,"Bonanno, Pablo",,NO,
DRAGONETTI RICARDO,"Dragonetti, Ricardo",,NO,
DOMINGUEZ GONZALO,"Dominguez, Gonzalo",,NO,
MARIANO ROMERO,"Romero, Mariano",,NO,
OSUNA RAFAEL,"Osuna, Rafael",,NO,
APUD HIGONET MARIO,"Apud Higonet, Mario",,NO,
DORSA FRANCO,"Dorsa, Franco",,NO,
FRANCISCO GUERENDIAIN,"Guerendiain, Francisco",,NO,
PAPACENA RUBEN,"Papacena, Ruben",,NO,
MARTIN PIPARUOLO,"Piparuolo, Martin",,NO,
ALVAREZ LEONEL SANTIAGO,"Alvarez,Santiago Leonel",,NO,
ADRIANA NOVAIS,"Novais, Adriana",,NO,
ALEJANDRO JOSE MIDDONO,"Middono, Jose Alejandro",,NO,
LILIA VILLARINO,"Villarino, Lilia",,NO,
NORMA RONDINELLA,"Rondinella, Norma",,NO,
ALBERTO JORGE RODRIGUEZ,"Rodriguez, Jorge Alberto",,NO,
ANGELICA DOMINGUEZ,"Dominguez, Angelica",,NO,
DENTE LUCAS,"Dente, Lucas",,NO,
BISIGNANI MARCELO,"Bisignani, Marcelo",,NO,
ANGRIMAN BRUNO,"Angriman, Bruno",,NO,
CARLOS DIEGO MARIN,"Marin, Diego Carlos",,NO,
LOMOLINO MARIANO,"Lomolino, Mariano",,NO,
RUIZ SANTIAGO SEBASTIAN,"Ruiz, Sebastian Santiago",,NO,
JUAN MANUEL SERVENTE,"Servente, Juan Manuel",,NO,
ANDREA MIRIAM PERAL,"Peral, Miriam Andrea",,NO,
FRANCISCO PANDULLO,"Pandullo, Francisco",,NO,
ADRIANA GASTALDI,"Gastaldi, Adriana",,NO,
DURE GISELE JAQUELINE,"Dure, Jaqueline Gisele",,NO,
RAPOSO RICARDO,"Raposo, Ricardo",,NO,
HERNAN VAZQUEZ,"Vazquez, Hernan",,NO,
APOLONIO CLAUDIO TABOADA,"Apolonio Taboada, Claudio",,NO,
ANTONELLA GRAPPI LANDRO,"Grappi Landro, Antonella",,NO,
CHOQUES DIEGO,"Choques, Diego",,NO,
GARCIA MONICA,"Garcia, Monica",,NO,
DOMINGUEZ GABRIEL VENCE Y,"Dominguez y Vence, Gabriel",,NO,
MARRADES PEGITO SEBASTIAN,"Pegito Marrades, Sebastian",,NO,
ALEJANDRA LOISI,"Loisi, Alejandra",,NO,
DESTEFANO ROBERTO,"Destefano, Roberto",,NO,
GIOIA GUSTAVO,"Gioia, Gustavo",,NO,
PERAZZO SANTIAGO,"Perazzo, Santiago",,NO,
GRANDIO LUIS OSVALDO,"Grandio, Luis Osvaldo",,NO,
BOLLA SANTIAGO,"Bolla, Santiago",,NO,
MARCELO TINELLI,"Tinelli, Marcelo","Empresario, periodista y conductor de televisión con una de las trayectorias más influyentes en los medios argentinos. En San Lorenzo, su vínculo comenzó como colaborador externo hasta involucrarse activamente en la gestión en 2007. En 2012 fue electo vicepresidente en la lista de Matías Lammens, rol que ocupó hasta 2019. Su gestión se destacó por el impulso al básquet profesional e internacional y su liderazgo en el área de fútbol profesional. En 2019 fue electo presidente con más del 80% de los votos. No obstante, su mandato coincidió con una profunda crisis financiera institucional, agravada por el contexto de pandemia y compromisos económicos en moneda extranjera que derivaron en deudas significativas. En mayo de 2021 solicitó una licencia de sus funciones y finalmente presentó su renuncia en 2022. También presidió la Superliga y la Liga Profesional de Fútbol a nivel nacional. Desde su alejamiento, se ha mantenido al margen de la política activa del club.",SI,Renuncia / Fin de mandato anticipado - Fallecimiento
ALBERTO RICARDO SAPONARE,"Saponare, Ricardo Alberto",,NO,
CLAUDIO DE SIMONE,"DE SIMONE, CLAUDIO",,NO,
ARRECEYGOR HORACIO,"Arreceygor, Horacio","Dirigente sindical de amplia trayectoria (SATSAID). Integró diversas agrupaciones desde 2004, participando activamente en la vida política del club. En 2012 se unió a San Lorenzo Siglo XXI, desempeñándose como vocal en múltiples periodos. Fue electo vicepresidente en 2019 y asumió la presidencia de forma interina en 2021 tras la renuncia de Marcelo Tinelli, completando el mandato hasta 2023. Su gestión se enfocó en la transición institucional y la normalización operativa del club en un periodo de alta inestabilidad política.",SI,Renuncia / Fin de mandato anticipado
MARIA ORMAECHEA,"Ormaechea, Maria",,NO,
PELJHAN SERGIO,"Peljhan, Sergio",,NO,
ISABEL MARIA VUOTTO,"Vuotto, Maria Isabel",,NO,
JORGE PALADINO,"Paladino, Jorge",,NO,
ALVAREZ CARMEN DEL MARIA,"Alvarez, Maria del Carmen",,NO,
BETO CESAR,"Cesar, Beto",,NO,
CLAUDIO PERALES,"Perales, Claudio",,NO,
MARCELO VUOTTO,"Vuotto, Marcelo",,NO,
JOSE ROZADOS,"Rozados, Jose",,NO,
COLANGELO MARIANO,"Colangelo, Mariano",,NO,
ALVAREZ ROBERTO,"Alvarez, Roberto",EN CONSTRUCCION,NO,
CIANNI MAXIMILIANO,"Cianni, Maximiliano",,NO,
ALEJANDRO FERNANDEZ LUIS,"Fernandez, Alejandro Luis",,NO,
COSTAS FERNANDEZ MARIA PAULA,"Fernandez Costas, Maria Paula",Ingeniera Industrial (ITBA). Fiscalizadora por el oficialismo entre 2016-2019. Vocal de comisión directiva por el oficialismo (2019-2023). Colaboradora de la subcomisión de género y diversidad,NO,
CAROLINA MARISTANY,"Maristany, Carolina",,NO,
ANDREA SPERANZA,"Speranza, Andrea",,NO,
BUSSO DARIO RODRIGUEZ,"Busso, Dario Rodriguez",,NO,
FERNANDO TERUEL,"Teruel, Fernando",,NO,
MORELLO OSCAR,"Morello, Oscar",,NO,
GUTIERREZ JORGE OMAR,"Gutierrez, Jorge Omar",,NO,
GASTON LAVILLE,"Laville, Gaston",Hijo del ex asambleista Gustavo Laville. Licenciado en Economía (UBA). Mas de 15 de Gerente en YPF. Miembro de comisión directiva por el oficialismo (2013-2023). Pro Secretario (2019 - 2023),NO,
FERNANDEZ GISEL,"Fernandez, Gisel",,NO,
ANGLADA DIEGO,"Anglada, Diego",,NO,
GUTIERREZ LEANDRO PESSANO Y,"Gutierrez, Leandro Pessano y",,NO,
MARCELO PEREZ RUBINO,"Rubino, Marcelo Perez",,NO,
JOSE LUIS PARRA SANZ,"Sanz, Jose Luis Parra",,NO,
CARLOS MAXIMILIANO ROSALES,"Rosales, Carlos Maximiliano","Empresario, dueño de Garbarino y de Radio Continental. Fue pro tesorero (2019-2021) y tesorero de San Lorenzo durante unos meses en 2021",NO,
DANIELA TEIXIDO,"Teixido, Daniela",,NO,
ADRIAN FABIO FERNANDEZ,"Fernandez, Adrian Fabio",,NO,
CHIODINI PABLO,"Chiodini, Pablo","Fundador del estudio de streaming ""88"", Gerente de VIAMO, fotógrafo profesional. Vocal de comisiòn directiva por el oficialismo (2019-2023)",NO,
GIOVANELLI HUGO,"Giovanelli, Hugo",,NO,
NANCY PELJHAN,"Peljhan, Nancy",,NO,
MANAS NORBERTO,"Mañas, Norberto",Licenciado en Administraciòn (UCA). con amplia trayectoria en el rubro farmaceutrico. Vocal de comisiòn directiva por el oficialismo (2019-2023) y Tesorero (2019-2023(,NO,
GRANO LUCAS,"Grano, Lucas",,NO,
ALFONSO ANIBAL LOPEZ,"Lopez, Anibal Alfonso",,NO,
DIEGO MENDRI RUBEN,"Mendri, Diego Ruben",,NO,
ESCOBAR NURIA,"Escobar, Nuria","Docente. Vocal de comisión directiva por el oficialismo (2019-2023). Colaboradora del fútbol femenino, y de la subcomisiòn de género y diversidad",NO,
GUSTAVO VILLAR,"Villar, Gustavo",,NO,
ALVAREZ SERGIO,"Alvarez, Sergio",,NO,
BARI RIQUELME TOMAS,"Riquelme, Tomas Bari",,NO,
FELIPE SILVESTRE,"Silvestre, Felipe",,NO,
MONFORTE PATRICIA,"Monforte, Patricia",,NO,
ITUARTE JULIO SANCHEZ,"Ituarte, Julio Sanchez",,NO,
CAPRISTO GABRIEL,"Capristo, Gabriel",Director Ejecutivo en RISK Group. Primer secretario de actas (2017-2019). Vocal de comisión directiva oficialista (2019-2023). Colaborador del Basquet. Pro tesorero (2022-2023),NO,
CORTEA ELENA,"Cortea, Elena",,NO,
ALAN LANCE,"Lance, Alan",,NO,
JUAN SCOLTORE VICENTE,"Scoltore, Juan Vicente","Empresario, muy cercano a Marcelo Tinelli. Vocal de comisiòn directiva (2019-2023). Colaborador del Basquet. Hincha de River",NO,
JULIETA PEDRAZZOLI,"Pedrazzoli, Julieta",,NO,
SILVINA VILA,"Vila, Silvina",,NO,
MACARENA MARIA URRICANET,"Urricanet, Maria Macarena",,NO,
DE JUAN MARCO PABLO,"Marco, Juan Pablo de",,NO,
GARCIA MELANIE VIOLET,"Garcia, Melanie Violet",,NO,
MIGUEL ORLANDO SACCHITELA,"Sacchitela, Miguel Orlando",,NO,
ANDREA BARO MARIELA,"Baro, Mariela Andrea",EN CONSTRUCCION,NO,
LAURA SAPONARE,"Saponare, Laura",,NO,
EUGENIO GUSTAVO MARTINEZ,"Martinez, Gustavo Eugenio",,NO,
ANGEL LUIS SARUBBI,"Sarubbi, Luis Angel",,NO,
ANIBAL JOSE NABAIS,"Nabais, Jose Anibal",,NO,
FERNANDO SERJANOVIC,"Serjanovic, Fernando",,NO,
ARDILES FERNANDEZ JULIO RAFAEL,"FERNANDEZ ARDILES, JULIO RAFAEL",,NO,
ANTONINO VENTRICE,"Ventrice, Antonino",,NO,
ERCOLANO MARCELO,"Ercolano, Marcelo",,NO,
LAURA RUGGIERO,"Ruggiero, Laura",,NO,
FRANCO SAPONARE,"Saponare, Franco",,NO,
GUSTAVO SALAMONE,"Salamone, Gustavo",,NO,
DE MIGUEL MONICA,"De Miguel, Monica",,NO,
LUCIANA VIOTTI VOLPE,"Volpe Viotti, Luciana",,NO,
GREMONE ROBERTO,"Gremone, Roberto",,NO,
CARLA GISELLE MASSELLI,"Masselli, Carla Giselle",,NO,
ALEJANDRO MACCIO,"Maccio, Alejandro",,NO,
ANGEL SAPONARE,"Saponare, Angel",,NO,
ALBERTO JOSE RAMOS,"Ramos, Jose Alberto",,NO,
ERCOLANO SERGIO,"Ercolano, Sergio",,NO,
DIEGO MIGUEL RUIZ,"Ruiz, Diego Miguel",,NO,
CARLOS FEDERICO VERDALLE,"Verdalle, Federico Carlos",,NO,
DANIEL FERNANDEZ OSVALDO,"Fernandez, Daniel Osvaldo",,NO,
ANIBAL HORACIO LOTITO,"Lotito, Horacio Anibal",,NO,
